locationId,providerId,name,registrationStatus,registrationDate,postalAddressLine1,postalAddressTownCity,postalAddressCounty,region,postalCode,mainPhoneNumber,localAuthority,numberOfBeds,currentRatings.overall.rating,currentRatings.overall.reportDate,regulatedActivities,gacServiceTypes
1-23913562085,1-23192466328,Old Parsonage Surgery,Registered,2026-01-29,Back Lane,Cranbrook,Kent,South East,TN17 1AN,01580211241,Kent,0.0,Not rated,,"[{'name': 'Maternity and midwifery services', 'code': 'RA11', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Victoria Judith Clare', 'personFamilyName': 'Pace', 'personRoles': ['Registered Manager']}]}, {'name': 'Family planning', 'code': 'RA15', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Victoria Judith Clare', 'personFamilyName': 'Pace', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Victoria Judith Clare', 'personFamilyName': 'Pace', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Victoria Judith Clare', 'personFamilyName': 'Pace', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Victoria Judith Clare', 'personFamilyName': 'Pace', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-23931937453,1-22158252830,Ravn Health Office,Registered,2025-09-11,10 Carnation Crescent,Sittingbourne,,South East,ME10 4RY,07808792882,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Benjamin Michael', 'personFamilyName': 'Ingram', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Benjamin Michael', 'personFamilyName': 'Ingram', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Mobile doctors', 'description': 'Mobile doctors service'}]"
1-23972978093,1-23715711467,Sedgemead House Dental Surgery,Registered,2025-11-25,Sedgemead House,Dover,Kent,South East,CT16 2LP,01304206548,Kent,0.0,No published rating,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Thomas Siegfried', 'personFamilyName': 'Aylward', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Thomas Siegfried', 'personFamilyName': 'Aylward', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Thomas Siegfried', 'personFamilyName': 'Aylward', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-24037326040,1-21273486703,S2S Healthcare Ltd,Registered,2025-07-15,26 House Meadow,Ashford,Kent,South East,TN23 5HG,07889665840,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Ebunola Make Omowunmi', 'personFamilyName': 'Longe', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-2406690494,1-2322063638,The Recovery Lodge,Registered,2016-01-14,23 The Street,Sittingbourne,Kent,South East,ME9 9AD,01795431751,Kent,6.0,Not rated,,"[{'name': 'Accommodation for persons who require treatment for substance misuse', 'code': 'RA3', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Donna Marie', 'personFamilyName': 'Akhurst', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Rehabilitation (substance abuse)', 'description': 'Residential substance misuse treatment and/or rehabilitation service'}]"
1-24075251486,1-17195558165,Ashvine Care,Registered,2025-07-22,1 Gipps Avenue,Canterbury,,South East,CT1 3ZR,01227678041,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Oluwayemisi Adediwura', 'personFamilyName': 'Broughton', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-24093149541,1-116992858,DCA Kent,Registered,2025-08-18,129 Northdown Road,Margate,Kent,South East,CT9 2QY,07502536425,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Nicola Jayne', 'personFamilyName': 'Mason', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-24103624827,1-22767199559,Dr Paulina Charlesworth,Registered,2025-09-01,St. Julians Club,Sevenoaks,,South East,TN15 0RX,07738479456,Kent,0.0,Not rated,,"[{'name': 'Services in slimming clinics', 'code': 'RA13', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Paulina', 'personFamilyName': 'Charlesworth', 'personRoles': ['Registered Manager']}]}, {'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Paulina', 'personFamilyName': 'Charlesworth', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Ms', 'personGivenName': 'Paulina', 'personFamilyName': 'Charlesworth', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Doctors/Gps', 'description': 'Doctors treatment service'}]"
1-2410993913,1-2276450334,Abbey  Dental Care,Registered,2016-04-15,16 High Street,Ramsgate,Kent,South East,CT12 4BU,01843825444,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Angelene Michelle', 'personFamilyName': 'Lategan', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Angelene Michelle', 'personFamilyName': 'Lategan', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Angelene Michelle', 'personFamilyName': 'Lategan', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-24126018850,1-22037551184,Banner House Support Services,Registered,2025-07-23,"Unit 52, Dartford Business Park",Dartford,,South East,DA1 5FS,01322518241,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Adeola Abimbola', 'personFamilyName': 'Adejuwon', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-24126166394,1-22810884713,Neale Health,Registered,2025-08-29,Lime Tree Work Shop,Sevenoaks,,South East,TN13 1YH,,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Josephine Susan', 'personFamilyName': 'Neale', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Mobile doctors', 'description': 'Mobile doctors service'}]"
1-24152030458,1-22156123748,Azara International Limited,Registered,2025-09-08,Azara House,Tunbridge Wells,,South East,TN4 9LT,02034179980,Kent,0.0,Good,2020-03-23,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Dominic', 'personFamilyName': 'Bray', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Dominic', 'personFamilyName': 'Bray', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Mr', 'personGivenName': 'Dominic', 'personFamilyName': 'Bray', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Hospital', 'description': 'Acute services with overnight beds'}]"
1-24193368847,1-22161687318,"Malling PCN Ltd, Larkfield Health Centre",Registered,2025-08-04,Martin Square,Aylesford,,South East,ME20 6QJ,,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'David Frances', 'personFamilyName': 'Harris', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Nicola Louise', 'personFamilyName': 'Swindlehurst', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'David Frances', 'personFamilyName': 'Harris', 'personRoles': ['Registered Manager']}, {'personTitle': 'Dr', 'personGivenName': 'Nicola Louise', 'personFamilyName': 'Swindlehurst', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Community services - Healthcare', 'description': 'Community healthcare service'}, {'name': 'Doctors/Gps', 'description': 'Doctors consultation service'}]"
1-24208564083,1-21082459645,Namaste Care Services Limited,Registered,2025-09-04,1 Wakehurst Close,Maidstone,,South East,ME17 4TB,07888528297,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Natalie', 'personFamilyName': 'Davidson', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-24218952740,1-22819132020,Rehoboth Care UK,Registered,2025-08-12,Suite 1 Lansdown House,Gravesend,,South East,DA11 8QX,01474368145,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Adefolake Oluwaseun', 'personFamilyName': 'Aina', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Supported living', 'description': 'Supported living service'}]"
1-24246638195,1-21880650025,Angel + Homecare LTD,Registered,2025-08-01,41 Laxton Way,Sittingbourne,,South East,ME10 2QL,,Kent,0.0,Not rated,,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Kirstie Victoria Frances', 'personFamilyName': 'Lench', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}]"
1-2432867854,1-2286950946,Dental Beauty Swanley,Registered,2016-02-04,1b High Street,Swanley,Kent,South East,BR8 8AE,01322688150,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'William Roger', 'personFamilyName': 'Holmes', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'William Roger', 'personFamilyName': 'Holmes', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'William Roger', 'personFamilyName': 'Holmes', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-2433225291,1-2265786606,Keele House,Registered,2016-02-12,176/178 High Street,Ramsgate,Kent,South East,CT11 9TS,01843591735,Kent,31.0,Good,2022-10-29,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Shelley', 'personFamilyName': 'Warner', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-24433766003,1-152952530,Beaconsfield Dental Practice,Registered,2025-08-15,173 Beaver Road,Ashford,,South East,TN23 7SG,07968174135,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-24447486212,1-161851228,"mydentist, Broad Street, Deal",Registered,2025-09-25,4 Broad Street,Deal,,South East,CT14 6ER,01304374430,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Katharine Rose', 'personFamilyName': 'Hayward', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Nicola Jane', 'personFamilyName': 'Meek', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Katharine Rose', 'personFamilyName': 'Hayward', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Nicola Jane', 'personFamilyName': 'Meek', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Katharine Rose', 'personFamilyName': 'Hayward', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Nicola Jane', 'personFamilyName': 'Meek', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-2448565329,1-101664805,Cartref Homes Supported Living Scheme,Registered,2016-02-02,85 Bell Road,Sittingbourne,Kent,South East,ME10 4EE,01795471934,Kent,0.0,Good,2019-10-22,"[{'name': 'Personal care', 'code': 'RA1', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Lorraine Rose', 'personFamilyName': 'Frankham', 'personRoles': ['Registered Manager']}, {'personTitle': 'Mrs', 'personGivenName': 'Christine', 'personFamilyName': 'Kennedy', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Homecare agencies', 'description': 'Domiciliary care service'}, {'name': 'Supported living', 'description': 'Supported living service'}]"
1-24499676327,1-24225559387,Kimberley Residential Home,Registered,2026-04-28,40 Mickleburgh Hill,Herne Bay,Kent,South East,CT6 6DT,01227374568,Kent,18.0,Good,2019-04-30,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Helen Jane', 'personFamilyName': 'Bridgewater', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-24503507905,1-24433245810,Gravesend Dental Practice,Registered,2025-10-15,79 Leander Drive,Gravesend,Kent,South East,DA12 4NF,01474352990,Kent,0.0,Inspected but not rated,2019-10-04,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Mikhil', 'personFamilyName': 'Amin', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Mikhil', 'personFamilyName': 'Amin', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Mikhil', 'personFamilyName': 'Amin', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-2456786084,1-2370494007,Esperance Oral Healthcare,Registered,2016-02-11,Langton Road,Tunbridge Wells,,South East,TN3 0ET,01892862429,Kent,0.0,Inspected but not rated,2017-06-30,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': []}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': []}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': []}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
1-2464772754,1-2276356024,Elizabeth House,Registered,2016-03-01,68 Island Road,Canterbury,Kent,South East,CT3 4DD,01227860516,Kent,22.0,Good,2019-09-14,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Roberta Dorothy Cooper', 'personFamilyName': 'Tarry', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-24684367164,1-23485860788,Broomfield Lodge,Registered,2025-11-20,1 Hunters Forstal Road,Herne Bay,Kent,South East,CT6 7DN,01227740417,Kent,24.0,Good,2021-06-19,"[{'name': 'Accommodation for persons who require nursing or personal care', 'code': 'RA2', 'contacts': [{'personTitle': 'Mrs', 'personGivenName': 'Patricia Mary', 'personFamilyName': 'Dunne', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Residential homes', 'description': 'Care home service without nursing'}]"
1-24700840089,1-19059794196,Queen Victoria Memorial Hospital,Registered,2025-12-01,King Edward Avenue,Herne Bay,Kent,South East,CT6 6EB,01227594809,Kent,0.0,Good,2019-10-18,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Huw', 'personFamilyName': 'Cleverley', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Dr', 'personGivenName': 'Huw', 'personFamilyName': 'Cleverley', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Urgent care centres', 'description': 'Urgent care services'}]"
1-2470755973,1-2444918320,Mydentist - High Street - Margate,Registered,2016-03-07,3 High Street,Margate,Kent,South East,CT9 1DL,01843292441,Kent,0.0,Not rated,,"[{'name': 'Treatment of disease, disorder or injury', 'code': 'RA5', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Hannah Louise', 'personFamilyName': 'Dawkins', 'personRoles': ['Registered Manager']}]}, {'name': 'Surgical procedures', 'code': 'RA7', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Hannah Louise', 'personFamilyName': 'Dawkins', 'personRoles': ['Registered Manager']}]}, {'name': 'Diagnostic and screening procedures', 'code': 'RA8', 'contacts': [{'personTitle': 'Miss', 'personGivenName': 'Hannah Louise', 'personFamilyName': 'Dawkins', 'personRoles': ['Registered Manager']}]}]","[{'name': 'Dentist', 'description': 'Dental service'}]"
